gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-si:ch73-105b23.6-2|si:ch73-105b23.6,NA,0.020454115,NA,2.63E-07,0.998463915,2.63E-06
gene-epcam-2|epcam,NA,1.99E-10,NA,4.87E-13,NA,0
gene-plekhh2-2|plekhh2,NA,NA,NA,NA,NA,NA
gene-thada-2|thada,NA,4.02E-06,NA,NA,NA,9.42E-06
gene-calm2a-2|calm2a,0.00587818,0.049483105,0.57329814,9.09E-07,0.998285831,4.74E-06
gene-si:ch211-233a24.2-3|si:ch211-233a24.2,0.18597976,0.00045544,5.33E-09,3.42E-11,0.718303955,0
gene-whsc1-3|whsc1,0.369621285,1.03E-32,0.871679784,1.12E-22,0.998285831,0
gene-letm1-2|letm1,0.484207752,6.66E-24,0.614607247,1.40E-58,0.998285831,0
gene-pimr47-3|pimr47,NA,1.88E-10,NA,8.02E-10,NA,0
gene-pimr48-3|pimr48,NA,5.70E-10,NA,1.29E-11,0.998285831,0
gene-LOC110439195|LOC110439195,NA,NA,NA,NA,0.998285831,0.999999923
gene-cfd-3|cfd,0.950793088,8.23E-19,0.768891394,2.06E-35,0.998285831,0
gene-fgfr3-2|fgfr3,0.628801513,0.000485599,0.012044291,4.90E-11,0.998285831,4.47E-11
gene-ky-3|ky,NA,0.675094814,NA,0.832863164,0.998285831,0.999999923
gene-pbld-3|pbld,NA,NA,NA,NA,NA,NA
gene-pbldp-3|pbldp,NA,NA,NA,NA,0.998285831,0.999999923
gene-pbld2-3|pbld2,NA,NA,NA,NA,0.143321737,0.214559627
gene-slc4a11-3|slc4a11,0.657899742,0.954363117,0.887121656,0.785861058,0.998285831,0.999999923
gene-dna2-3|dna2,NA,0.307482137,NA,NA,NA,0.428596066
gene-hnrnph3-3|hnrnph3,NA,0.048128759,0.809978641,0.014639719,0.998285831,0.096286166
gene-si:ch211-194c3.5-3|si:ch211-194c3.5,0.47183745,2.92E-15,0.017561448,1.60E-45,0.998285831,0
gene-LOC110439196|LOC110439196,NA,0.275866181,0.648384862,0.084094094,NA,0.304935904
gene-tspan15-3|tspan15,NA,NA,NA,NA,0.736436636,0.897055259
gene-tacr2-3|tacr2,NA,NA,7.56E-08,NA,NA,1.96E-07
gene-rufy2-3|rufy2,NA,NA,0.182065329,NA,NA,0.267276266
gene-hkdc1-2|hkdc1,0.466713144,1.53E-05,0.881048784,0.147264904,0.998285831,0.00372597
gene-hk1-3|hk1,0.00153178,0.001098301,0.099085126,0.081535006,0.998285831,0.000164494
gene-supv3l1-2|supv3l1,0.728163306,2.88E-105,0.943747251,7.62E-142,0.998285831,0
gene-srgn-2|srgn,0.03136054,1.58E-276,0.77228176,2.53E-10,0.998285831,0
gene-vps26a-2|vps26a,0.519254391,1.33E-21,0.427544308,0.30400452,0.998285831,0
gene-pik3ap1-2|pik3ap1,0.748225308,5.55E-06,0.569773632,1.53E-21,0.998285831,0
gene-sorbs1-2|sorbs1,NA,NA,NA,NA,NA,NA
gene-LOC108192029-2|LOC108192029,NA,0.081515105,NA,0.048491803,NA,0.043522515
gene-kif1bp-2|kif1bp,0.668528047,0.029728792,0.608886263,0.052094564,0.998285831,0.212403519
gene-fndc5a-3|fndc5a,0.899263804,NA,0.983622875,NA,0.998285831,0.999999923
gene-olig4-2|olig4,0.9716945,0.983253698,0.962286407,0.62782559,0.999996977,0.999999923
gene-msnb-3|msnb,NA,NA,NA,NA,NA,NA
gene-LOC103912064-2|LOC103912064,NA,NA,NA,NA,NA,NA
gene-bsdc1-2|bsdc1,0.328018009,2.24E-23,0.037609728,3.24E-26,0.998285831,0
gene-tbx22-3|tbx22,NA,NA,NA,NA,NA,NA
gene-LOC100149701-3|LOC100149701,0.910082762,0.003964235,0.704998784,2.83E-06,0.998285831,0.000101012
gene-sh3bgrl-3|sh3bgrl,0.219991227,1.32E-16,0.939799902,2.30E-18,0.998285831,0
gene-rell2-2|rell2,0.995626673,0.953619585,0.825262808,0.00759311,0.259123372,0.325604516
gene-fb06f03-3|fb06f03,0.018064861,1.28E-15,0.924687416,5.83E-65,0.998285831,0
gene-p2ry10-3|p2ry10,NA,0.908576165,0.990876703,0.189711328,0.999480026,0.999999923
gene-LOC101883727-3|LOC101883727,NA,NA,NA,NA,NA,NA
gene-st3gal5-2|st3gal5,0.078348598,4.85E-43,0.457606014,1.38E-97,0.998285831,0
gene-atoh8-2|atoh8,0.04935426,7.93E-13,0.34776784,3.41E-14,0.998285831,0
gene-gpr174-3|gpr174,NA,0.199945066,0.77894223,0.026718342,0.998285831,0.295634152
gene-LOC110439197|LOC110439197,NA,NA,0.823021761,NA,0.998285831,0.999999923
gene-si:dkey-92i17.2-3|si:dkey-92i17.2,0.571430043,0.002275111,0.932511289,0.240171874,0.998285831,0.142148614
gene-nup62l-3|nup62l,0.814333328,0.012105112,0.584012208,1.34E-06,0.998285831,0.000106579
gene-fgf16-2|fgf16,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC101883780-2|LOC101883780,NA,0.835822262,NA,NA,0.998285831,0.999999923
gene-wu:fb13g09-3|wu:fb13g09,NA,NA,0.931358504,NA,0.998285831,0.999999923
gene-atrx-3|atrx,1.62E-10,0.219769097,0.415291982,0.957820181,0.998285831,6.80E-07
gene-med12-3|med12,0.039915878,6.49E-11,0.93728089,0.000556579,0.998285831,2.60E-10
gene-mars2-3|mars2,0.868194319,1.31E-29,0.186770605,1.19E-21,0.998285831,0
gene-gnpda1-3|gnpda1,0.703110322,5.20E-09,0.882214899,3.57E-08,0.998285831,3.02E-11
gene-hspa4b-4|hspa4b,0.637769801,1.70E-05,5.73E-05,2.47E-11,0.998285831,1.06E-14
gene-fgf1a-3|fgf1a,0.455193221,2.50E-05,0.51696547,2.88E-12,0.998285831,5.57E-12
gene-ndfip1-3|ndfip1,0.611065465,0.913162778,0.059428664,0.012722827,0.998285831,0.172780555
gene-kctd16a-3|kctd16a,0.980309571,NA,0.264629291,NA,0.998285831,0.994540423
gene-nr3c1-3|nr3c1,0.178513583,4.17E-05,0.879171747,0.012395076,0.998285831,0.000634967
gene-sh3rf2-3|sh3rf2,0.95486831,0.074429141,0.752450074,0.001589705,0.998285831,0.071141782
gene-il4-3|il4,NA,0.366760025,NA,NA,NA,0.49968143
gene-slit3-3|slit3,NA,0.881136731,0.362283884,0.36742942,0.998285831,0.981728237
gene-arhgef37-2|arhgef37,0.412099721,0.000820649,0.852057545,0.092850339,0.998285831,0.035256557
gene-kif3a-3|kif3a,0.691269617,2.85E-16,0.504338277,5.60E-07,0.998285831,0
gene-ocrl-3|ocrl,NA,NA,NA,NA,NA,NA
gene-si:ch73-335m24.2-3|si:ch73-335m24.2,0.252256204,0.193153108,0.360401838,0.335067298,0.998285831,0.558575257
gene-clic2-3|clic2,2.23E-05,2.47E-19,0.76961725,8.10E-16,0.998285831,0
gene-urp1-3|urp1,0.396203548,0.262759105,0.300987156,NA,0.998285831,0.702330623
gene-LOC110439198-2|LOC110439198,NA,NA,NA,0.384163681,0.998285831,0.910005312
gene-LOC101882840-3|LOC101882840,NA,0.366760025,NA,0.004001977,0.998285831,0.069079601
gene-zdhhc24-3|zdhhc24,0.911514322,0.107488249,0.95741959,0.000215902,0.998285831,0.029624714
gene-foxa-3|foxa,NA,0.045376309,0.911062592,0.219590834,0.998285831,0.430574514
gene-si:ch73-335m24.5-3|si:ch73-335m24.5,0.706032486,0.039910973,0.974217049,5.50E-08,0.998285831,2.97E-05
gene-itk-3|itk,NA,NA,NA,NA,0.998285831,0.999999923
gene-med7-3|med7,NA,NA,0.248857639,0.18372137,0.998285831,0.543698506
gene-cyfip2-3|cyfip2,0.009083844,0.018587918,0.288705323,0.004955589,0.998285831,0.001421863
gene-lonrf1-3|lonrf1,NA,0.000995662,0.491800716,NA,0.998285831,0.031649161
gene-wnt8a-3|wnt8a,NA,2.86E-07,0.888360796,3.08E-12,0.998285831,3.50E-14
gene-wnt8-2-3|wnt8-2,NA,NA,NA,NA,NA,NA
gene-lcp2b-3|lcp2b,NA,NA,NA,NA,NA,NA
gene-zgc:194246-3|zgc:194246,NA,0.821401992,0.616213756,1.78E-15,0.998285831,2.13E-11
gene-foxi3b-3|foxi3b,NA,NA,0.264368717,NA,0.998285831,0.77750693
gene-gria1a-3|gria1a,NA,NA,NA,0.274808546,0.998285831,0.791425412
gene-pttg1-3|pttg1,NA,NA,NA,NA,0.998285831,0.999999923
gene-gabrp-3|gabrp,NA,NA,NA,NA,0.998285831,0.999999923
gene-afap1l1a-3|afap1l1a,NA,NA,NA,NA,NA,NA
gene-sh3tc2-3|sh3tc2,NA,NA,NA,NA,NA,NA
gene-si:ch211-203d1.3-3|si:ch211-203d1.3,NA,NA,NA,NA,0.998285831,0.999999923
gene-ablim3-3|ablim3,0.647236592,0.381913899,0.478472133,0.165058073,0.998285831,0.803622549
gene-mrpl18-3|mrpl18,0.069580777,0.495713719,NA,0.847349601,0.998285831,0.685795293
gene-pdgfc-3|pdgfc,NA,0.908400758,0.709549883,0.266613083,0.998285831,0.999999923
gene-glrbb-2|glrbb,0.925623964,NA,NA,NA,NA,0.999999923
gene-gria2b-2|gria2b,0.926953306,0.004436243,0.399958969,0.223212281,NA,0.073381113
gene-LOC108179115-3|LOC108179115,NA,NA,NA,NA,NA,NA
gene-LOC108179246-3|LOC108179246,NA,NA,NA,0.221466764,NA,0.319150432
gene-plin2-3|plin2,0.646760281,0.39125287,0.957276932,0.079491719,NA,0.589557069
gene-pcdh19-2|pcdh19,0.127046559,9.19E-11,0.131672689,2.04E-06,0.998285831,1.25E-12
gene-clptm1-3|clptm1,0.596048777,0.012940559,0.85839107,0.931505914,0.998285831,0.567960139
gene-relb-3|relb,0.056713934,1.08E-06,0.991328449,2.83E-10,0.998285831,5.64E-12
gene-mos-3|mos,NA,5.63E-18,0.990876703,6.74E-57,0.998285831,0
gene-mrpl28-3|mrpl28,0.578366199,2.03E-07,0.91586149,9.98E-21,0.998285831,0
gene-LOC110439202|LOC110439202,NA,0.005887123,0.704272979,0.004251447,0.998285831,0.009375823
gene-itgae.1-3|itgae.1,NA,0.123126459,0.267078843,1.66E-05,0.998285831,0.000687922
gene-LOC110439201|LOC110439201,NA,0.038803032,0.845558434,0.020326727,0.998285831,0.105919195
gene-itgae.2-3|itgae.2,0.479410622,3.73E-09,0.347442506,0.000595174,0.998285831,3.22E-08
gene-dhx40-2|dhx40,0.279026178,0.069136156,0.312126978,0.225630975,0.998285831,0.307270396
gene-cul5a-3|cul5a,0.035345791,3.56E-33,0.604614759,2.31E-25,0.998285831,0
gene-timm50-3|timm50,0.269475972,3.47E-05,0.980943205,1.79E-10,0.270136399,9.84E-11
gene-tnfaip1-3|tnfaip1,0.199617396,4.93E-28,0.433737389,1.55E-35,0.998285831,0
gene-sgsm2-3|sgsm2,0.573246833,0.450231838,0.999366544,0.026164501,0.998285831,0.586231976
gene-tpst1-3|tpst1,0.394624854,0.218441494,0.880588825,0.485939696,0.998285831,0.920707538
gene-smtnl-3|smtnl,0.622520218,0.218162791,0.379326264,0.02089323,0.998285831,0.27582237
gene-tmem199-3|tmem199,0.617158895,0.886697864,0.747569076,0.576026945,0.998285831,0.999999923
gene-poldip2-3|poldip2,0.792120871,8.23E-28,0.727181188,6.14E-51,0.998285831,0
gene-si:dkey-151p21.7-3|si:dkey-151p21.7,0.794633484,1.63E-10,0.50861651,1.98E-05,0.998285831,2.52E-10
gene-crk-3|crk,0.732103706,2.75E-20,0.195597265,2.02E-39,0.998285831,0
gene-cpda-3|cpda,0.093676748,1.48E-10,0.618738112,0.002270119,0.998285831,2.61E-09
gene-ywhae1-3|ywhae1,0.112072995,2.49E-05,0.237949318,2.12E-14,0.998285831,9.79E-15
gene-gosr1-3|gosr1,0.882010987,0.740005682,0.780442376,NA,0.998285831,0.999999923
gene-aipl1-2|aipl1,NA,NA,NA,NA,0.998285831,0.999999923
gene-tusc5a-3|tusc5a,0.225789888,NA,0.916998213,NA,0.998285831,0.944982623
gene-si:ch211-198e20.10-2|si:ch211-198e20.10,NA,0.119538084,NA,0.148164953,NA,0.138482025
gene-abhd15a-2|abhd15a,NA,0.160082442,NA,0.87020762,0.998285831,0.846803051
gene-pimr190-2|pimr190,NA,2.06E-14,NA,0.027927688,0.998285831,1.22E-12
gene-LOC110437906-2|LOC110437906,NA,3.92E-13,NA,0.047161474,0.998285831,3.06E-11
gene-exo5-2|exo5,NA,0.894401782,0.951592129,0.12016704,0.998285831,0.956778484
gene-fam101b-2|fam101b,0.710511181,0.126773792,0.058227971,0.018254932,0.998285831,0.076256323
gene-slc35f2l-2|slc35f2l,NA,0.436057411,NA,NA,0.998285831,0.951637149
gene-gnb3a-3|gnb3a,NA,NA,NA,NA,0.998285831,0.999999923
gene-vps53-2|vps53,0.001237682,4.00E-08,0.595351642,4.02E-23,0.998285831,0
gene-si:ch211-69g19.2-3|si:ch211-69g19.2,0.966919999,0.004971606,0.813442561,0.442804393,0.998285831,0.342595735
gene-pex5-3|pex5,NA,0.925554592,0.743224877,NA,0.834797672,0.999999923
gene-lpcat3-3|lpcat3,0.927821086,0.015987418,0.949872583,0.805241626,0.998285831,0.693073074
gene-clstn3-3|clstn3,0.002562428,0.043653506,0.675500094,4.86E-11,0.998285831,6.18E-10
gene-tpi1b-2|tpi1b,0.105571832,0.238461521,0.053522683,NA,0.01619106,0.01092631
gene-zgc:92606-2|zgc:92606,0.655443006,0.017123348,0.999400457,NA,0.998285831,0.47245305
gene-leng8-2|leng8,NA,NA,NA,0.105736016,0.143321737,0.123294332
gene-si:dkey-26c10.5-2|si:dkey-26c10.5,0.292608552,1.82E-09,0.641258105,2.66E-13,0.998285831,0
gene-trpv6-2|trpv6,0.955844753,0.057685262,0.125120839,0.01010202,0.998285831,0.063246103
gene-ephb6-2|ephb6,0.495421003,1.38E-05,0.709992177,4.54E-11,0.998285831,5.33E-11
gene-cyp21a2-2|cyp21a2,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch1073-443n13.2-2|si:ch1073-443n13.2,0.928590513,8.67E-19,0.363137387,1.10E-16,0.998285831,0
gene-ccdc12-2|ccdc12,0.35666032,4.61E-07,0.870508574,1.69E-14,0.998285831,2.01E-15
gene-si:ch211-257p13.3-2|si:ch211-257p13.3,0.912346201,0.785723783,0.777380708,0.154836936,0.998285831,0.999999923
gene-utp11l-2|utp11l,0.200350848,2.02E-11,0.521506428,1.71E-28,0.998285831,0
gene-pou3f1-2|pou3f1,0.956817668,0.001164416,0.828941739,1.09E-07,0.998285831,3.40E-06
gene-si:ch211-232m19.4-2|si:ch211-232m19.4,NA,NA,NA,NA,NA,NA
gene-fhl3a-2|fhl3a,0.074657847,1.72E-14,NA,NA,0.998285831,2.58E-12
gene-rspo1-2|rspo1,0.966529565,0.989286007,1.13E-08,0.382954896,0.998285831,6.57E-05
gene-LOC110439204|LOC110439204,NA,0.199363118,NA,NA,NA,0.290226416
gene-gsc-3|gsc,0.775986821,8.93E-06,0.561657781,1.35E-09,0.998285831,8.42E-10
gene-dicer1-2|dicer1,0.371713955,0.077797247,0.193777961,0.002341534,0.998285831,0.022454941
gene-LOC110439205|LOC110439205,NA,NA,NA,NA,NA,NA
gene-slc8a1b-2|slc8a1b,0.043032713,0.00028655,0.546077535,1.38E-11,0.9991333,2.50E-11
gene-edaradd-2|edaradd,NA,0.709956552,0.947581605,0.943993164,0.998285831,0.999999923
gene-si:ch211-125o16.4-2|si:ch211-125o16.4,NA,0.000392989,0.407979818,0.000120339,0.998285831,4.78E-05
gene-exo1-2|exo1,0.903500025,0.079302489,0.642827156,1.02E-05,0.998285831,0.002295546
gene-birc6-3|birc6,0.237655948,0.650281737,0.930218483,0.001383108,0.998285831,0.11542885
gene-yipf4-2|yipf4,0.55142847,1.30E-60,0.677674848,2.43E-59,0.998285831,0
gene-ttc27-3|ttc27,0.823474904,6.72E-37,0.162208031,4.08E-73,0.998285831,0
gene-LOC110439207|LOC110439207,NA,NA,NA,NA,NA,NA
gene-rasgrp3-3|rasgrp3,NA,NA,NA,NA,NA,NA
gene-ltbp1-3|ltbp1,0.53259167,0.700114155,0.545766669,0.043033129,0.998285831,0.639349926
gene-fam98a-3|fam98a,NA,0.69033493,0.463079828,NA,NA,0.846975282
gene-si:ch211-195b21.5-3|si:ch211-195b21.5,NA,3.36E-07,NA,NA,NA,8.40E-07
gene-LOC563567-3|LOC563567,0.928007311,0.035076752,0.987574563,1.56E-05,0.998285831,0.002406277
gene-tbc1d12a-3|tbc1d12a,NA,1.70E-07,NA,0.904068796,NA,6.08E-06
gene-ppp1r3ca-3|ppp1r3ca,0.999166545,1.01E-05,0.757705713,0.032691041,0.998285831,0.001457417
gene-LOC103909037-2|LOC103909037,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC103909038-2|LOC103909038,NA,NA,NA,NA,0.998285831,0.999999923
gene-pcgf5a-3|pcgf5a,NA,NA,0.540114037,0.171080355,0.998285831,0.733913044
gene-ankrd1a-3|ankrd1a,NA,0.993458769,NA,NA,1.62E-08,7.64E-07
gene-zgc:165461-3|zgc:165461,0.037528604,0.853394073,0.541061281,0.361261269,0.998285831,0.571017445
gene-kif20ba-3|kif20ba,NA,0.232889715,NA,0.202163523,NA,0.279099007
gene-htr7a-3|htr7a,0.807932951,NA,0.643166696,0.005587904,0.998285831,0.24495477
gene-zgc:65997-3|zgc:65997,0.5167467,0.287372652,0.195472766,0.195726557,0.998285831,0.551729534
gene-ifit14-2|ifit14,NA,NA,NA,NA,0.998285831,0.999999923
gene-ifit16-2|ifit16,NA,1.69E-07,0.98332648,0.022613799,0.998285831,1.24E-05
gene-slc16a12a-2|slc16a12a,NA,0.005884302,0.888345663,2.04E-05,0.998285831,0.000189634
gene-fas-2|fas,0.968135837,0.000422056,0.559996644,1.17E-08,0.998285831,1.70E-07
gene-LOC108180191|LOC108180191,NA,0.190675078,NA,0.089258179,0.998285831,0.326675965
gene-LOC110439212|LOC110439212,NA,0.38091922,NA,0.34772543,0.998285831,0.832941032
gene-mir107b-3|mir107b,NA,NA,NA,NA,NA,NA
rna-mir107b-3,NA,NA,NA,NA,NA,NA
gene-pank1a-3|pank1a,0.538659153,2.04E-06,0.662287884,0.000213137,0.998285831,4.83E-06
gene-papss2a-3|papss2a,NA,NA,NA,NA,0.998285831,0.999999923
gene-ptena-3|ptena,0.93508033,0.182778716,0.322118319,0.000757966,0.998285831,0.046432121
gene-minpp1a-3|minpp1a,NA,4.45E-11,NA,NA,0.998285831,3.13E-09
gene-kcnk18-3|kcnk18,NA,0.530609378,3.45E-05,NA,0.998285831,0.002530065
gene-slc18a2-3|slc18a2,NA,NA,NA,NA,NA,NA
gene-zgc:91976-3|zgc:91976,NA,0.850603879,NA,NA,0.998285831,0.999999923
gene-LOC110439213|LOC110439213,NA,NA,NA,NA,0.998285831,0.999999923
gene-shank3a-3|shank3a,0.451089688,0.792778377,0.005084706,0.992363475,0.998285831,0.348880489
gene-si:dkey-95h12.1-3|si:dkey-95h12.1,NA,0.944890213,0.404413165,0.016472375,0.93149185,0.350727487
gene-zgc:77650-3|zgc:77650,0.652403684,0.196422,NA,1.54E-14,0.998285831,4.30E-11
gene-LOC101884954-2|LOC101884954,0.515140422,2.24E-22,NA,3.78E-104,0.998285831,0
gene-si:dkeyp-1h4.8-2|si:dkeyp-1h4.8,NA,0.203320998,NA,0.271565622,NA,0.310919376
gene-zgc:77752-3|zgc:77752,NA,NA,NA,NA,NA,NA
gene-odf3b-3|odf3b,NA,1.23E-08,NA,NA,0.998285831,5.94E-07
gene-trim35-30-3|trim35-30,NA,NA,NA,NA,NA,NA
gene-rabl2-3|rabl2,NA,NA,NA,NA,NA,NA
gene-arf5-3|arf5,0.076681935,5.06E-27,0.006494349,4.14E-60,0.998285831,0
gene-LOC795545-3|LOC795545,0.291686426,1.51E-18,NA,1.99E-67,0.998285831,0
gene-LOC100535167-3|LOC100535167,NA,0.650538991,NA,0.166754805,0.998285831,0.778601456
gene-impdh1a-3|impdh1a,0.004497947,0.000277439,0.014647802,2.90E-08,0.998285831,1.15E-10
gene-prrt4-3|prrt4,0.142396083,NA,0.143076798,NA,0.998285831,0.360672407
gene-LOC110439214|LOC110439214,5.34E-05,0.045002629,0.808440342,5.67E-08,0.998285831,1.15E-08
gene-fam107b-3|fam107b,0.817377906,0.05599704,0.79383377,1.04E-16,0.998285831,1.47E-12
gene-si:ch211-1e14.1-3|si:ch211-1e14.1,0.882991537,0.051537029,0.904731139,0.378609786,0.998285831,0.757971323
gene-si:dkey-16j24.1-2|si:dkey-16j24.1,NA,0.413920371,NA,NA,NA,0.555256794
gene-endouc-3|endouc,NA,NA,NA,NA,0.998285831,0.999999923
gene-tbxas1-2|tbxas1,0.764542506,0.322448301,0.909465683,0.02099915,0.998285831,0.514992132
gene-si:ch211-245j22.3-3|si:ch211-245j22.3,NA,NA,NA,NA,NA,NA
gene-hipk2-2|hipk2,0.455193221,0.029291843,0.738965132,0.002771888,0.998285831,0.035709317
gene-ppfibp1b-3|ppfibp1b,NA,NA,NA,NA,NA,NA
gene-arntl2-3|arntl2,NA,NA,NA,NA,NA,NA
gene-si:ch211-264e16.2-2|si:ch211-264e16.2,NA,0.001065372,NA,0.05234234,0.998285831,0.006123256
gene-slc17a8-2|slc17a8,NA,NA,0.468710374,NA,0.998285831,0.975769005
gene-si:ch211-219a15.3-2|si:ch211-219a15.3,NA,0.574060835,NA,NA,0.998463915,0.999999923
gene-si:ch211-264e16.1-2|si:ch211-264e16.1,NA,0.310801197,NA,0.349729811,0.998285831,0.779016222
gene-si:ch211-219a15.4-2|si:ch211-219a15.4,NA,NA,NA,NA,NA,NA
gene-ube2na-2|ube2na,0.882342451,3.32E-35,0.891847852,0.665354101,0.998285831,0
gene-nudt4a-2|nudt4a,0.988477104,0.318224638,0.802537909,0.532055571,0.998285831,0.999999923
gene-sspn-3|sspn,NA,NA,0.972279793,NA,0.998285831,0.999999923
gene-bhlhe41-3|bhlhe41,0.959044679,0.191479093,0.884241446,0.009124029,NA,0.169158517
gene-ctsd-3|ctsd,0.000463721,0.037210831,0.463079828,1.02E-06,0.998285831,4.31E-07
gene-admb-3|admb,NA,1.52E-06,NA,0.042796036,0.998285831,2.29E-05
gene-alx1-3|alx1,NA,NA,NA,0.351681777,0.998285831,0.880703257
gene-LOC110439215|LOC110439215,NA,2.74E-15,4.38E-05,5.94E-18,0.998285831,0
gene-lrriq1-3|lrriq1,NA,NA,NA,NA,NA,NA
gene-slc6a15-3|slc6a15,0.844462563,NA,0.102934676,0.188851221,NA,0.32042466
gene-wee1-3|wee1,0.384950078,9.07E-09,0.371759942,1.30E-08,0.998285831,5.55E-12
gene-swap70b-3|swap70b,0.652093742,0.055045543,0.999291339,0.251805054,0.998285831,0.645630857
gene-si:dkey-8l13.5-3|si:dkey-8l13.5,NA,2.85E-05,0.726176734,1.71E-10,0.998285831,7.26E-11
gene-akip1-3|akip1,NA,3.83E-32,0.924726514,3.64E-59,0.998285831,0
gene-znf143b-3|znf143b,NA,0.086021783,0.989104514,NA,0.939731529,0.694640136
gene-si:ch211-218c6.8-2|si:ch211-218c6.8,0.03422433,0.486142506,0.135337855,0.451347261,0.998285831,0.268424513
gene-si:ch211-242e8.1-2|si:ch211-242e8.1,0.03746641,0.097666203,0.307897048,0.000399787,0.998285831,0.002227683
gene-tph2-2|tph2,0.374747716,0.260444139,0.642834474,3.59E-06,0.998285831,0.001351483
gene-tbc1d15-2|tbc1d15,0.512376997,1.60E-05,0.312799083,2.22E-15,0.998285831,4.37E-15
gene-chtf8-2|chtf8,0.977178335,3.18E-23,0.246166213,7.93E-16,0.998285831,0
gene-has3-2|has3,NA,NA,0.872015219,0.001401467,0.998285831,0.060795768
gene-tango6-2|tango6,0.437516763,0.161564349,0.826904269,0.04934047,0.998285831,0.426251429
gene-zc3h18-3|zc3h18,0.735179443,0.429248675,0.939206935,0.389058979,0.998285831,0.999999923
gene-pias1b-3|pias1b,NA,0.929104744,NA,NA,NA,0.999999923
gene-rxfp3.3a3-3|rxfp3.3a3,0.958652672,0.182741828,0.493900769,0.065079271,0.998285831,0.549846022
gene-morf4l1-3|morf4l1,NA,0.159164397,NA,NA,NA,0.236122935
gene-uacaa-3|uacaa,NA,0.149883491,NA,0.236797877,0.998285831,0.481719923
gene-LOC110439216|LOC110439216,NA,NA,NA,NA,0.998285831,0.999999923
gene-ttc23-3|ttc23,0.991420501,0.040384153,0.845043828,1.17E-07,0.998285831,6.35E-05
gene-pgpep1l-3|pgpep1l,NA,3.38E-07,0.317838345,3.66E-09,0.998285831,1.01E-11
gene-tle3a-2|tle3a,0.167647881,2.80E-07,0.518874155,4.31E-92,0.998285831,0
gene-synm-3|synm,0.764542506,1.10E-11,0.047602503,9.80E-57,0.998285831,0
gene-igf1ra-4|igf1ra,0.226018947,0.240854233,0.872015219,0.004178048,0.998285831,0.115260543
gene-mbtps1-3|mbtps1,NA,NA,NA,NA,NA,NA
gene-fan1-3|fan1,NA,NA,NA,NA,NA,NA
gene-LOC103909136-2|LOC103909136,NA,NA,NA,NA,NA,NA
gene-LOC101887019-2|LOC101887019,NA,NA,NA,NA,NA,NA
gene-pskh1-3|pskh1,NA,0.122732577,0.905680876,2.82E-14,0.998285831,6.51E-11
gene-nrn1la-3|nrn1la,0.529587851,NA,0.959628902,NA,0.998285831,0.999999923
gene-LOC110439217|LOC110439217,NA,0.131503493,NA,0.007163982,NA,0.013512453
gene-tsnaxip1-2|tsnaxip1,0.549205384,1.99E-94,0.545070896,2.16E-58,0.998285831,0
gene-edc4-2|edc4,0.136331242,5.28E-09,0.975292813,5.01E-71,0.998285831,0
gene-nutf2-2|nutf2,0.432045661,0.131715367,0.106126868,0.002991164,0.998285831,0.027549574
gene-zgc:158868-2|zgc:158868,NA,NA,NA,0.781875562,0.998285831,0.999999923
gene-ranbp10-2|ranbp10,0.313669878,3.86E-08,0.963841279,1.16E-43,0.998285831,0
gene-si:dkey-184n3.2-2|si:dkey-184n3.2,NA,NA,NA,NA,NA,NA
gene-pard6a-2|pard6a,0.82945548,0.00016579,0.93700761,6.19E-05,0.998285831,0.000109344
gene-alpk3a-3|alpk3a,NA,0.119504299,0.316961681,0.019065695,0.903924622,0.104652504
gene-malt3-3|malt3,0.919143488,0.002110818,0.493534717,8.17E-11,0.998285831,8.61E-09
gene-nmba-3|nmba,0.290796391,0.282138523,0.151722981,0.239765324,0.998285831,0.432154563
gene-kti12-3|kti12,0.81106861,1.10E-21,0.428281034,2.51E-12,0.998285831,0
gene-LOC570903-3|LOC570903,0.539803504,0.596035892,0.983502256,0.139097774,0.998285831,0.948734958
gene-sec11a-3|sec11a,0.002694394,0.003186675,0.192317566,2.88E-17,0.998285831,0
gene-ch25hl1.1-3|ch25hl1.1,NA,0.997143148,NA,0.000720381,NA,0.010771797
gene-slc28a1-3|slc28a1,NA,0.32821268,0.862914508,0.294716326,0.998285831,0.919083287
gene-znf592-2|znf592,0.754667466,0.033182416,0.010128991,5.60E-07,0.998285831,4.49E-06
gene-si:dkey-24l11.2-3|si:dkey-24l11.2,0.034826694,0.541343981,0.888128808,0.020478912,0.998285831,0.155062599
gene-ch25hl1.2-3|ch25hl1.2,0.626289414,0.982804892,0.795846004,0.556929832,0.998285831,0.999999923
gene-pstpip1a-3|pstpip1a,NA,0.000231027,0.918433903,0.000798454,0.998285831,0.000274112
gene-rcn2-3|rcn2,NA,0.193153108,0.142326224,NA,3.76E-05,0.000239989
gene-si:dkey-63j12.4-2|si:dkey-63j12.4,NA,NA,NA,NA,NA,NA
gene-tspan3a-3|tspan3a,0.151328543,1.72E-05,0.573552257,8.43E-09,0.998285831,1.79E-09
